datum,bundesland_id,bundesland_name,behandlungsgruppe,behandlungsgruppe_level_2,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_erstaufnahmen,intensivbetten_belegt,intensivbetten_frei,intensivbetten_7_tage_notfallreserve,kapazitaeten_frei_invasive_beatmung_gesamt,kapazitaeten_frei_invasive_beatmung_covid,kapazitaeten_frei_invasive_beatmung_isolationspflichtige_kinder,betriebssituation_regulaerer_betrieb,betriebssituation_teilweise_eingeschraenkt,betriebssituation_eingeschraenkt,betriebssituation_keine_angabe,einschraenkung_beatmungsgeraet,einschraenkung_material,einschraenkung_personal,einschraenkung_raum
2024-09-19,00,Deutschland,Kinder,PICU,134,5,2,380,250,124,185,NA,NA,63,14,22,35,0,0,32,8
2024-09-20,00,Deutschland,Erwachsene,ERWACHSENE,942,227,28,12058,2142,5501,2138,NA,NA,428,158,170,185,12,1,274,73
2024-09-20,00,Deutschland,Kinder,NICU,164,1,0,983,590,155,476,NA,NA,88,25,14,37,1,1,36,9
2024-09-20,00,Deutschland,Kinder,PICU,134,6,1,374,245,128,173,NA,NA,63,14,22,35,0,0,31,8
2024-09-21,00,Deutschland,Erwachsene,ERWACHSENE,944,242,21,11896,2225,5500,2165,NA,NA,423,154,177,189,12,1,278,77
2024-09-21,00,Deutschland,Kinder,NICU,163,1,0,956,602,156,484,NA,NA,84,28,14,37,2,1,39,8
2024-09-21,00,Deutschland,Kinder,PICU,134,2,0,367,257,122,178,NA,NA,60,13,23,38,0,0,34,8
2024-09-22,00,Deutschland,Erwachsene,ERWACHSENE,944,255,56,11808,2292,5543,2209,NA,NA,422,156,177,188,11,0,282,74
2024-09-22,00,Deutschland,Kinder,NICU,164,0,0,961,612,160,486,NA,NA,85,29,13,37,2,1,39,9
2024-09-22,00,Deutschland,Kinder,PICU,135,3,0,368,260,127,182,NA,NA,58,13,26,38,0,0,36,10
2024-09-23,00,Deutschland,Erwachsene,ERWACHSENE,944,271,42,12005,2339,5524,2306,NA,NA,430,147,181,185,12,1,275,75
2024-09-23,00,Deutschland,Kinder,NICU,165,0,0,997,583,160,472,NA,NA,87,28,14,36,2,1,39,9
2024-09-23,00,Deutschland,Kinder,PICU,135,2,2,379,260,127,183,NA,NA,59,16,24,36,0,0,38,10
2024-09-24,00,Deutschland,Erwachsene,ERWACHSENE,945,278,42,12258,2203,5507,2125,NA,NA,423,146,191,184,11,2,283,84
2024-09-24,00,Deutschland,Kinder,NICU,165,0,1,1001,574,158,461,NA,NA,90,26,13,36,2,1,36,8
2024-09-24,00,Deutschland,Kinder,PICU,135,1,1,383,254,130,182,NA,NA,59,18,21,37,0,0,36,10
2024-09-25,00,Deutschland,Erwachsene,ERWACHSENE,948,283,52,12395,2123,5542,2091,NA,NA,419,150,193,185,11,1,289,89
2024-09-25,00,Deutschland,Kinder,NICU,165,1,0,995,573,165,472,NA,NA,90,26,13,36,2,1,36,10
2024-09-25,00,Deutschland,Kinder,PICU,134,0,0,389,247,124,184,NA,NA,60,16,21,37,0,0,35,8
2024-09-26,00,Deutschland,Erwachsene,ERWACHSENE,947,285,26,12396,2070,5530,2063,NA,NA,417,153,187,189,10,1,280,84
2024-09-26,00,Deutschland,Kinder,NICU,166,0,0,1004,576,164,467,NA,NA,89,26,14,37,4,1,37,11
2024-09-26,00,Deutschland,Kinder,PICU,135,1,0,394,237,124,180,NA,NA,59,17,21,38,0,0,36,10
2024-09-27,00,Deutschland,Erwachsene,ERWACHSENE,946,272,26,12283,2132,5488,2119,NA,NA,420,151,183,191,12,1,280,81
2024-09-27,00,Deutschland,Kinder,NICU,165,0,0,997,574,165,453,NA,NA,89,23,15,38,4,1,35,7
2024-09-27,00,Deutschland,Kinder,PICU,134,0,1,399,224,121,169,NA,NA,59,16,21,38,0,0,35,9
2024-09-28,00,Deutschland,Erwachsene,ERWACHSENE,950,274,21,12194,2205,5507,2125,NA,NA,411,151,191,196,9,1,284,78
2024-09-28,00,Deutschland,Kinder,NICU,165,1,0,1008,564,169,446,NA,NA,90,22,15,38,3,1,34,7
2024-09-28,00,Deutschland,Kinder,PICU,134,1,0,383,239,125,179,NA,NA,57,15,23,39,0,0,34,11
2024-09-29,00,Deutschland,Erwachsene,ERWACHSENE,949,272,42,11955,2364,5473,2201,NA,NA,409,155,192,192,9,1,291,81
2024-09-29,00,Deutschland,Kinder,NICU,165,1,0,1003,571,164,445,NA,NA,90,23,15,37,4,1,35,7
2024-09-29,00,Deutschland,Kinder,PICU,134,2,0,371,254,123,184,NA,NA,56,15,24,39,0,0,35,11
2024-09-30,00,Deutschland,Erwachsene,ERWACHSENE,950,308,54,12001,2446,5532,2290,NA,NA,411,164,186,188,8,1,286,87
2024-09-30,00,Deutschland,Kinder,NICU,165,2,0,1018,552,167,443,NA,NA,93,24,12,36,4,1,34,7
2024-09-30,00,Deutschland,Kinder,PICU,134,1,1,374,249,120,184,NA,NA,57,16,23,38,0,0,36,11
2024-10-01,00,Deutschland,Erwachsene,ERWACHSENE,953,320,43,12337,2208,5540,2163,NA,NA,420,157,180,195,8,0,275,87
2024-10-01,00,Deutschland,Kinder,NICU,164,2,0,994,569,169,452,NA,NA,93,23,13,35,3,1,34,7
2024-10-01,00,Deutschland,Kinder,PICU,133,2,0,368,246,120,181,NA,NA,58,15,23,37,0,0,36,10
2024-10-02,00,Deutschland,Erwachsene,ERWACHSENE,948,314,23,12320,2188,5499,2180,NA,NA,428,150,178,191,11,0,272,88
2024-10-02,00,Deutschland,Kinder,NICU,165,2,0,1033,540,166,457,NA,NA,94,23,12,36,3,1,33,8
2024-10-02,00,Deutschland,Kinder,PICU,134,2,0,369,247,122,179,NA,NA,60,15,21,38,0,0,34,10
2024-10-03,00,Deutschland,Erwachsene,ERWACHSENE,948,324,43,12233,2139,5540,2104,NA,NA,420,154,180,193,12,0,277,86
2024-10-03,00,Deutschland,Kinder,NICU,166,2,0,1040,539,166,457,NA,NA,95,23,12,36,3,1,33,8
2024-10-03,00,Deutschland,Kinder,PICU,134,2,0,377,241,122,183,NA,NA,58,18,19,39,0,0,35,12
2024-10-04,00,Deutschland,Erwachsene,ERWACHSENE,947,327,32,11861,2354,5491,2241,NA,NA,417,161,172,196,10,0,274,87
2024-10-04,00,Deutschland,Kinder,NICU,167,2,0,1044,552,169,449,NA,NA,96,23,12,36,3,1,33,8
2024-10-04,00,Deutschland,Kinder,PICU,134,2,1,351,254,128,195,NA,NA,59,20,17,38,1,0,36,10
2024-10-05,00,Deutschland,Erwachsene,ERWACHSENE,945,346,22,11873,2344,5473,2259,NA,NA,417,154,174,199,11,0,274,84
2024-10-05,00,Deutschland,Kinder,NICU,169,2,0,1065,537,170,467,NA,NA,97,24,12,36,3,1,34,8
2024-10-05,00,Deutschland,Kinder,PICU,136,4,3,355,256,126,194,NA,NA,58,21,19,38,1,0,37,11
2024-10-06,00,Deutschland,Erwachsene,ERWACHSENE,941,348,47,11742,2362,5431,2263,NA,NA,418,151,172,199,13,0,269,79
2024-10-06,00,Deutschland,Kinder,NICU,169,2,0,1068,539,169,453,NA,NA,94,26,13,36,3,1,36,11
2024-10-06,00,Deutschland,Kinder,PICU,136,5,1,345,263,130,196,NA,NA,59,20,18,39,1,0,37,10
2024-10-07,00,Deutschland,Erwachsene,ERWACHSENE,944,368,47,12079,2301,5595,2191,NA,NA,407,164,171,201,12,0,275,85
2024-10-07,00,Deutschland,Kinder,NICU,169,1,0,1066,538,170,453,NA,NA,94,26,13,36,3,1,35,10
2024-10-07,00,Deutschland,Kinder,PICU,138,7,0,366,262,131,196,NA,NA,62,20,16,40,1,0,35,9
2024-10-08,00,Deutschland,Erwachsene,ERWACHSENE,947,359,70,12391,2091,5566,2064,NA,NA,415,151,182,198,11,0,274,87
2024-10-08,00,Deutschland,Kinder,NICU,169,1,0,1061,540,169,457,NA,NA,94,26,13,36,3,1,35,11
2024-10-08,00,Deutschland,Kinder,PICU,138,6,1,388,247,131,185,NA,NA,64,19,17,38,1,0,34,10
2024-10-09,00,Deutschland,Erwachsene,ERWACHSENE,941,376,68,12447,2030,5544,2010,NA,NA,409,150,185,196,9,0,269,90
2024-10-09,00,Deutschland,Kinder,NICU,170,1,1,1084,531,173,451,NA,NA,97,21,15,37,4,1,31,11
2024-10-09,00,Deutschland,Kinder,PICU,139,7,0,408,240,132,177,NA,NA,61,20,18,40,2,0,35,13
2024-10-10,00,Deutschland,Erwachsene,ERWACHSENE,941,396,60,12476,2015,5535,1994,NA,NA,412,144,188,196,7,1,269,87
2024-10-10,00,Deutschland,Kinder,NICU,171,2,0,1078,558,177,464,NA,NA,98,20,16,37,3,1,33,12
2024-10-10,00,Deutschland,Kinder,PICU,139,7,0,408,241,134,180,NA,NA,62,19,19,39,2,0,36,13
2024-10-11,00,Deutschland,Erwachsene,ERWACHSENE,943,410,36,12479,1945,5576,1934,NA,NA,413,148,180,201,6,1,266,89
2024-10-11,00,Deutschland,Kinder,NICU,169,2,0,1060,553,172,456,NA,NA,96,22,14,37,2,1,32,12
2024-10-11,00,Deutschland,Kinder,PICU,137,5,0,410,231,126,181,NA,NA,61,21,17,38,1,0,36,12
2024-10-12,00,Deutschland,Erwachsene,ERWACHSENE,946,389,41,12320,2028,5575,2038,NA,NA,407,149,186,203,5,1,278,87
2024-10-12,00,Deutschland,Kinder,NICU,167,3,1,1050,533,177,437,NA,NA,93,23,14,37,3,1,33,13
2024-10-12,00,Deutschland,Kinder,PICU,136,4,0,394,231,125,166,NA,NA,57,20,19,40,2,0,36,12
2024-10-13,00,Deutschland,Erwachsene,ERWACHSENE,941,398,59,12106,2157,5518,2099,NA,NA,401,150,188,201,7,2,278,89
2024-10-13,00,Deutschland,Kinder,NICU,167,4,0,1035,548,174,447,NA,NA,91,25,14,37,4,1,35,14
2024-10-13,00,Deutschland,Kinder,PICU,136,4,2,394,232,121,172,NA,NA,56,18,22,40,2,0,36,12
2024-10-14,00,Deutschland,Erwachsene,ERWACHSENE,941,415,78,12003,2244,5476,2144,NA,NA,400,157,180,203,6,2,273,90
2024-10-14,00,Deutschland,Kinder,NICU,167,4,0,1021,554,166,447,NA,NA,88,27,14,38,5,1,37,11
2024-10-14,00,Deutschland,Kinder,PICU,134,3,0,367,246,121,183,NA,NA,58,20,18,38,1,0,34,9
2024-10-15,00,Deutschland,Erwachsene,ERWACHSENE,942,430,64,12264,2076,5520,2021,NA,NA,405,167,174,195,6,1,282,89
2024-10-15,00,Deutschland,Kinder,NICU,166,4,0,1026,536,164,444,NA,NA,89,27,14,36,5,1,37,12
2024-10-15,00,Deutschland,Kinder,PICU,133,2,1,373,236,121,180,NA,NA,58,19,20,36,2,0,35,12
2024-10-16,00,Deutschland,Erwachsene,ERWACHSENE,941,441,52,12276,2061,5493,2001,NA,NA,412,163,173,192,6,2,277,92
2024-10-16,00,Deutschland,Kinder,NICU,166,4,0,1016,532,164,448,NA,NA,92,25,12,37,4,1,33,9
2024-10-16,00,Deutschland,Kinder,PICU,133,3,1,383,221,122,163,NA,NA,57,18,21,37,1,0,34,12
2024-10-17,00,Deutschland,Erwachsene,ERWACHSENE,938,429,67,12304,1967,5461,1993,NA,NA,407,160,176,194,8,2,280,89
2024-10-17,00,Deutschland,Kinder,NICU,165,3,0,1020,522,153,431,NA,NA,89,26,12,38,4,1,34,9
2024-10-17,00,Deutschland,Kinder,PICU,133,3,2,387,215,121,162,NA,NA,57,21,19,36,0,0,35,10
2024-10-18,00,Deutschland,Erwachsene,ERWACHSENE,935,434,56,12306,1912,5453,1917,NA,NA,401,160,178,195,8,2,284,89
2024-10-18,00,Deutschland,Kinder,NICU,165,3,0,1017,530,162,442,NA,NA,89,24,15,37,4,1,34,11
2024-10-18,00,Deutschland,Kinder,PICU,133,5,1,391,210,118,166,NA,NA,56,19,21,37,0,0,35,10
2024-10-19,00,Deutschland,Erwachsene,ERWACHSENE,934,457,40,12191,1946,5439,1949,NA,NA,399,155,187,192,7,2,290,90
2024-10-19,00,Deutschland,Kinder,NICU,165,2,0,1005,546,163,453,NA,NA,89,25,16,35,3,1,36,14
2024-10-19,00,Deutschland,Kinder,PICU,133,3,0,391,221,124,162,NA,NA,58,19,20,36,1,0,34,12
2024-10-20,00,Deutschland,Erwachsene,ERWACHSENE,933,465,59,11966,2113,5442,2048,NA,NA,402,157,181,192,8,2,286,91
2024-10-20,00,Deutschland,Kinder,NICU,165,2,0,1005,544,163,449,NA,NA,89,25,15,36,3,1,36,13
2024-10-20,00,Deutschland,Kinder,PICU,133,3,2,380,228,123,174,NA,NA,59,20,17,37,1,0,34,9
2024-10-21,00,Deutschland,Erwachsene,ERWACHSENE,933,460,85,11982,2159,5445,2035,NA,NA,406,151,184,191,8,2,281,93
2024-10-21,00,Deutschland,Kinder,NICU,162,2,0,1000,544,161,441,NA,NA,89,26,13,34,3,1,36,12
2024-10-21,00,Deutschland,Kinder,PICU,130,4,1,362,237,119,169,NA,NA,60,18,16,36,1,0,32,7
2024-10-22,00,Deutschland,Erwachsene,ERWACHSENE,934,485,69,12089,2094,5490,1993,NA,NA,410,147,190,186,6,2,284,91
2024-10-22,00,Deutschland,Kinder,NICU,164,3,0,1002,547,163,445,NA,NA,88,25,14,37,3,1,36,10
2024-10-22,00,Deutschland,Kinder,PICU,132,2,0,374,237,121,171,NA,NA,61,18,16,37,1,0,32,6
2024-10-23,00,Deutschland,Erwachsene,ERWACHSENE,937,486,62,12250,2021,5508,1984,NA,NA,409,152,190,185,7,2,283,95
2024-10-23,00,Deutschland,Kinder,NICU,164,1,0,1040,521,155,432,NA,NA,89,23,15,37,2,1,34,10
2024-10-23,00,Deutschland,Kinder,PICU,132,2,0,344,252,126,174,NA,NA,61,18,16,37,1,0,29,9
2024-10-24,00,Deutschland,Erwachsene,ERWACHSENE,937,473,68,12258,2053,5490,2001,NA,NA,407,165,181,183,8,1,291,92
2024-10-24,00,Deutschland,Kinder,NICU,164,1,0,1032,537,168,434,NA,NA,89,24,15,36,2,1,35,11
2024-10-24,00,Deutschland,Kinder,PICU,132,2,0,345,250,130,174,NA,NA,64,15,17,36,1,0,29,7
2024-10-25,00,Deutschland,Erwachsene,ERWACHSENE,938,479,34,12223,2076,5506,2042,NA,NA,401,162,188,186,7,1,296,91
2024-10-25,00,Deutschland,Kinder,NICU,164,1,0,1043,524,174,435,NA,NA,89,24,14,37,2,1,35,11
2024-10-25,00,Deutschland,Kinder,PICU,133,1,0,343,249,139,176,NA,NA,63,16,16,38,1,0,29,6
2024-10-26,00,Deutschland,Erwachsene,ERWACHSENE,937,463,44,12111,2082,5456,2013,NA,NA,396,158,191,191,7,1,299,86
2024-10-26,00,Deutschland,Kinder,NICU,163,1,0,1027,526,169,431,NA,NA,88,23,16,36,2,1,36,12
2024-10-26,00,Deutschland,Kinder,PICU,132,1,1,324,260,133,177,NA,NA,61,16,17,38,1,0,31,6
2024-10-27,00,Deutschland,Erwachsene,ERWACHSENE,936,477,68,11997,2132,5484,2080,NA,NA,399,154,190,192,7,1,289,88
2024-10-27,00,Deutschland,Kinder,NICU,163,1,0,1017,540,167,428,NA,NA,87,24,16,36,2,2,37,12
2024-10-27,00,Deutschland,Kinder,PICU,132,1,2,325,259,132,180,NA,NA,62,18,14,38,1,0,31,6
2024-10-28,00,Deutschland,Erwachsene,ERWACHSENE,939,481,55,12086,2166,5524,2101,NA,NA,405,161,186,186,5,1,288,91
2024-10-28,00,Deutschland,Kinder,NICU,164,1,1,1023,545,168,426,NA,NA,90,20,19,35,2,1,35,13
2024-10-28,00,Deutschland,Kinder,PICU,133,5,0,350,252,134,182,NA,NA,64,12,19,38,1,0,28,7
2024-10-29,00,Deutschland,Erwachsene,ERWACHSENE,944,461,65,12476,2012,5543,1976,NA,NA,413,157,188,185,7,2,287,95
2024-10-29,00,Deutschland,Kinder,NICU,164,1,0,1010,570,169,440,NA,NA,96,19,15,34,2,1,32,9
2024-10-29,00,Deutschland,Kinder,PICU,133,2,0,351,249,137,176,NA,NA,63,14,20,36,1,0,30,10
2024-10-30,00,Deutschland,Erwachsene,ERWACHSENE,945,458,47,12503,2005,5564,1958,NA,NA,411,157,186,190,7,2,278,106
2024-10-30,00,Deutschland,Kinder,NICU,162,1,0,1005,560,166,441,NA,NA,95,19,16,32,2,1,33,10
2024-10-30,00,Deutschland,Kinder,PICU,131,3,0,347,246,127,175,NA,NA,61,15,19,36,1,0,29,11
2024-10-31,00,Deutschland,Erwachsene,ERWACHSENE,941,453,41,12391,2040,5534,2015,NA,NA,410,153,190,187,8,2,277,107
2024-10-31,00,Deutschland,Kinder,NICU,161,1,0,992,554,165,432,NA,NA,92,22,14,33,2,1,34,8
2024-10-31,00,Deutschland,Kinder,PICU,131,3,1,346,250,115,172,NA,NA,60,16,18,37,1,0,31,10
2024-11-01,00,Deutschland,Erwachsene,ERWACHSENE,933,441,34,12139,2130,5480,2046,NA,NA,400,154,191,187,8,2,279,104
2024-11-01,00,Deutschland,Kinder,NICU,160,1,0,970,567,167,430,NA,NA,91,23,13,33,1,1,33,9
2024-11-01,00,Deutschland,Kinder,PICU,129,4,0,346,244,113,168,NA,NA,60,15,17,37,1,0,30,9
2024-11-02,00,Deutschland,Erwachsene,ERWACHSENE,931,423,27,11957,2256,5483,2130,NA,NA,404,154,177,195,8,2,272,92
2024-11-02,00,Deutschland,Kinder,NICU,160,1,0,945,591,152,449,NA,NA,91,24,12,33,1,1,33,7
2024-11-02,00,Deutschland,Kinder,PICU,129,4,0,341,240,115,165,NA,NA,62,16,14,37,1,0,28,7
2024-11-03,00,Deutschland,Erwachsene,ERWACHSENE,929,420,48,11853,2307,5454,2191,NA,NA,401,153,182,192,7,2,278,88
2024-11-03,00,Deutschland,Kinder,NICU,161,1,0,949,597,151,450,NA,NA,91,23,13,34,1,1,32,8
2024-11-03,00,Deutschland,Kinder,PICU,130,3,0,350,237,116,169,NA,NA,58,15,17,40,1,0,30,7
2024-11-04,00,Deutschland,Erwachsene,ERWACHSENE,932,414,57,11958,2286,5495,2210,NA,NA,407,152,182,190,7,2,276,85
2024-11-04,00,Deutschland,Kinder,NICU,162,1,1,973,592,157,464,NA,NA,90,26,12,34,1,1,35,9
2024-11-04,00,Deutschland,Kinder,PICU,131,3,1,364,253,115,180,NA,NA,58,17,16,40,2,0,31,9
2024-11-05,00,Deutschland,Erwachsene,ERWACHSENE,935,411,40,12246,2140,5445,2078,NA,NA,410,146,185,193,8,2,277,81
2024-11-05,00,Deutschland,Kinder,NICU,163,2,0,1005,568,158,459,NA,NA,91,26,12,34,1,1,36,8
2024-11-05,00,Deutschland,Kinder,PICU,132,4,1,373,245,115,168,NA,NA,57,17,18,40,2,0,33,8
2024-11-06,00,Deutschland,Erwachsene,ERWACHSENE,941,383,49,12394,2048,5454,2037,NA,NA,402,150,197,191,9,2,292,93
2024-11-06,00,Deutschland,Kinder,NICU,163,2,0,1004,568,154,450,NA,NA,92,24,13,34,2,1,33,9
2024-11-06,00,Deutschland,Kinder,PICU,131,4,1,383,232,115,163,NA,NA,55,16,21,39,2,0,34,11
2024-11-07,00,Deutschland,Erwachsene,ERWACHSENE,938,384,45,12345,2006,5481,2026,NA,NA,403,142,204,188,9,2,290,93
2024-11-07,00,Deutschland,Kinder,NICU,163,0,0,1012,560,154,447,NA,NA,89,27,13,34,3,1,35,12
2024-11-07,00,Deutschland,Kinder,PICU,132,4,0,388,229,121,172,NA,NA,56,17,20,39,2,0,34,11
2024-11-08,00,Deutschland,Erwachsene,ERWACHSENE,939,375,23,12302,2042,5485,2033,NA,NA,408,148,196,186,8,2,292,86
2024-11-08,00,Deutschland,Kinder,NICU,164,0,0,1034,544,158,444,NA,NA,89,26,15,34,2,1,35,12
2024-11-08,00,Deutschland,Kinder,PICU,133,5,0,383,241,124,181,NA,NA,59,18,18,38,1,0,34,9
2024-11-09,00,Deutschland,Erwachsene,ERWACHSENE,939,364,26,12128,2193,5532,2144,NA,NA,400,158,190,190,9,2,302,81
2024-11-09,00,Deutschland,Kinder,NICU,164,0,0,1029,550,153,441,NA,NA,88,25,17,34,2,1,37,13
2024-11-09,00,Deutschland,Kinder,PICU,133,5,0,387,244,123,182,NA,NA,58,17,20,38,1,0,35,9
2024-11-10,00,Deutschland,Erwachsene,ERWACHSENE,935,372,39,11932,2311,5510,2244,NA,NA,394,153,195,192,9,2,298,85
2024-11-10,00,Deutschland,Kinder,NICU,165,0,0,1013,581,158,454,NA,NA,91,23,17,34,2,1,35,11
2024-11-10,00,Deutschland,Kinder,PICU,134,4,0,377,247,127,186,NA,NA,60,16,19,39,1,0,33,7
2024-11-11,00,Deutschland,Erwachsene,ERWACHSENE,933,364,48,11980,2273,5509,2223,NA,NA,395,155,197,185,8,2,293,92
2024-11-11,00,Deutschland,Kinder,NICU,163,1,0,1022,546,160,447,NA,NA,93,21,16,33,1,1,33,10
2024-11-11,00,Deutschland,Kinder,PICU,132,3,1,363,253,120,185,NA,NA,59,17,18,38,1,0,33,7
2024-11-12,00,Deutschland,Erwachsene,ERWACHSENE,933,359,41,12382,2063,5495,2047,NA,NA,400,146,200,186,7,1,288,90
2024-11-12,00,Deutschland,Kinder,NICU,163,1,0,1033,533,156,452,NA,NA,90,23,15,35,1,1,34,9
2024-11-12,00,Deutschland,Kinder,PICU,133,3,1,379,242,118,166,NA,NA,61,16,18,38,1,0,31,8
2024-11-13,00,Deutschland,Erwachsene,ERWACHSENE,932,331,40,12453,2016,5490,2004,NA,NA,400,151,191,189,7,1,277,90
2024-11-13,00,Deutschland,Kinder,NICU,162,1,0,1016,555,155,457,NA,NA,91,23,14,34,2,1,32,8
2024-11-13,00,Deutschland,Kinder,PICU,132,5,1,392,233,119,163,NA,NA,61,19,15,37,1,0,31,7
2024-11-14,00,Deutschland,Erwachsene,ERWACHSENE,931,334,38,12439,2035,5482,1989,NA,NA,400,155,189,186,8,1,280,93
2024-11-14,00,Deutschland,Kinder,NICU,162,1,0,1024,547,156,451,NA,NA,90,25,14,33,3,1,34,11
2024-11-14,00,Deutschland,Kinder,PICU,131,6,0,368,240,122,172,NA,NA,59,21,14,37,1,0,32,7
2024-11-15,00,Deutschland,Erwachsene,ERWACHSENE,930,349,30,12471,1930,5447,1931,NA,NA,398,155,187,189,4,0,280,90
2024-11-15,00,Deutschland,Kinder,NICU,162,1,0,1018,558,159,456,NA,NA,92,24,14,32,3,1,33,10
2024-11-15,00,Deutschland,Kinder,PICU,131,5,0,368,241,122,169,NA,NA,58,21,16,36,1,0,34,9
2024-11-16,00,Deutschland,Erwachsene,ERWACHSENE,930,340,21,12350,1993,5382,1979,NA,NA,398,154,187,190,5,3,289,89
2024-11-16,00,Deutschland,Kinder,NICU,162,1,0,1024,548,165,448,NA,NA,95,19,16,32,3,1,30,8
2024-11-16,00,Deutschland,Kinder,PICU,131,5,1,366,243,126,175,NA,NA,59,17,18,37,1,0,31,9
2024-11-17,00,Deutschland,Erwachsene,ERWACHSENE,928,345,38,12179,2065,5392,1984,NA,NA,386,151,193,197,5,3,287,89
2024-11-17,00,Deutschland,Kinder,NICU,161,1,0,1022,536,151,436,NA,NA,92,21,16,32,3,1,32,9
2024-11-17,00,Deutschland,Kinder,PICU,132,6,0,354,255,127,175,NA,NA,61,17,17,37,1,0,32,8
2024-11-18,00,Deutschland,Erwachsene,ERWACHSENE,930,346,39,12162,2221,5412,2080,NA,NA,397,152,189,191,6,3,281,95
2024-11-18,00,Deutschland,Kinder,NICU,162,1,0,1021,550,146,438,NA,NA,91,24,15,32,3,1,35,9
2024-11-18,00,Deutschland,Kinder,PICU,132,6,0,356,242,126,170,NA,NA,61,17,17,37,1,0,33,6
2024-11-19,00,Deutschland,Erwachsene,ERWACHSENE,926,334,44,12455,1960,5371,1924,NA,NA,399,147,190,189,7,3,274,97
2024-11-19,00,Deutschland,Kinder,NICU,162,1,0,1009,563,149,438,NA,NA,95,21,14,32,3,1,31,10
2024-11-19,00,Deutschland,Kinder,PICU,132,3,1,355,248,127,175,NA,NA,64,17,15,36,1,0,31,6
2024-11-20,00,Deutschland,Erwachsene,ERWACHSENE,926,339,44,12519,1871,5369,1872,NA,NA,393,158,185,189,8,4,271,105
2024-11-20,00,Deutschland,Kinder,NICU,163,1,0,1009,558,150,435,NA,NA,94,20,15,34,3,1,30,12
2024-11-20,00,Deutschland,Kinder,PICU,132,4,2,368,231,127,165,NA,NA,61,18,16,37,1,0,33,7
2024-11-21,00,Deutschland,Erwachsene,ERWACHSENE,929,344,36,12551,1900,5396,1900,NA,NA,397,152,190,189,9,3,271,101
2024-11-21,00,Deutschland,Kinder,NICU,164,2,0,1020,561,152,427,NA,NA,92,18,16,38,2,1,29,12
2024-11-21,00,Deutschland,Kinder,PICU,132,5,1,392,228,127,159,NA,NA,62,19,14,37,1,0,31,7
2024-11-22,00,Deutschland,Erwachsene,ERWACHSENE,926,326,22,12518,1824,5382,1908,NA,NA,395,147,190,193,9,2,273,96
2024-11-22,00,Deutschland,Kinder,NICU,164,2,0,1030,556,151,421,NA,NA,93,18,16,37,2,1,28,13
2024-11-22,00,Deutschland,Kinder,PICU,132,7,0,398,222,126,164,NA,NA,63,17,15,37,1,0,30,8
2024-11-23,00,Deutschland,Erwachsene,ERWACHSENE,933,315,32,12389,1934,5440,1945,NA,NA,392,147,199,194,10,2,285,100
2024-11-23,00,Deutschland,Kinder,NICU,164,2,2,1009,570,156,429,NA,NA,92,20,16,36,2,1,30,10
2024-11-23,00,Deutschland,Kinder,PICU,132,5,0,381,243,122,175,NA,NA,61,17,17,37,1,0,30,9
2024-11-24,00,Deutschland,Erwachsene,ERWACHSENE,932,318,49,12199,2055,5496,2052,NA,NA,391,151,195,194,10,1,281,106
2024-11-24,00,Deutschland,Kinder,NICU,163,4,0,1000,572,163,432,NA,NA,91,20,17,35,2,1,31,11
2024-11-24,00,Deutschland,Kinder,PICU,131,4,0,372,245,123,184,NA,NA,61,15,17,38,0,0,28,8
2024-11-25,00,Deutschland,Erwachsene,ERWACHSENE,930,336,47,12177,2056,5443,2031,NA,NA,393,145,200,191,12,1,277,107
2024-11-25,00,Deutschland,Kinder,NICU,161,3,0,989,570,162,443,NA,NA,93,18,14,36,2,1,29,11
2024-11-25,00,Deutschland,Kinder,PICU,129,5,1,357,240,117,188,NA,NA,62,14,14,39,1,0,22,8
2024-11-26,00,Deutschland,Erwachsene,ERWACHSENE,933,322,39,12334,1958,5443,1951,NA,NA,396,149,194,193,11,1,272,105
2024-11-26,00,Deutschland,Kinder,NICU,163,3,0,1004,575,158,457,NA,NA,95,14,17,37,2,1,28,11
2024-11-26,00,Deutschland,Kinder,PICU,131,2,0,394,219,129,168,NA,NA,63,14,16,38,1,0,25,8
2024-11-27,00,Deutschland,Erwachsene,ERWACHSENE,931,335,37,12526,1765,5368,1809,NA,NA,394,134,208,194,12,2,273,107
2024-11-27,00,Deutschland,Kinder,NICU,164,2,0,1033,560,157,442,NA,NA,94,16,15,39,2,1,28,11
2024-11-27,00,Deutschland,Kinder,PICU,132,3,0,405,230,125,172,NA,NA,64,15,15,38,1,0,24,10
2024-11-28,00,Deutschland,Erwachsene,ERWACHSENE,929,339,23,12440,1813,5374,1819,NA,NA,404,136,199,189,11,3,275,102
2024-11-28,00,Deutschland,Kinder,NICU,164,2,0,1032,564,155,448,NA,NA,94,19,15,36,2,1,29,13
2024-11-28,00,Deutschland,Kinder,PICU,132,2,1,379,237,129,182,NA,NA,67,11,16,38,1,0,22,9
2024-11-29,00,Deutschland,Erwachsene,ERWACHSENE,931,327,28,12371,1876,5361,1862,NA,NA,404,142,189,195,10,3,276,96
2024-11-29,00,Deutschland,Kinder,NICU,164,1,0,1027,570,157,448,NA,NA,95,17,16,36,3,1,28,13
2024-11-29,00,Deutschland,Kinder,PICU,132,3,2,388,233,132,187,NA,NA,70,11,14,37,0,0,21,6
